# Array shape: (5, 5, 5)
7.200000000000000844e-02 2.000000000000001776e-03 2.199999999999999872e-02 2.199999999999999872e-02 2.199999999999999872e-02
1.620000000000000606e-01 1.139999999999999902e-01 8.499999999999996447e-02 2.199999999999999872e-02 2.199999999999999872e-02
1.570000000000000007e-01 1.460000000000000464e-01 1.879999999999999727e-01 1.139999999999999902e-01 2.199999999999999872e-02
1.570000000000000007e-01 1.570000000000000007e-01 1.839999999999999691e-01 1.999999999999999556e-01 2.199999999999999872e-02
1.570000000000000007e-01 1.570000000000000007e-01 2.159999999999999698e-01 1.629999999999999782e-01 2.500000000000000139e-02
# New slice
2.820000000000000284e-01 1.220000000000000390e-01 1.200000000000000372e-01 1.200000000000000372e-01 1.200000000000000372e-01
9.000000000000035749e-03 -8.499999999999999223e-02 -1.130000000000000171e-01 -1.429999999999999605e-01 -1.759999999999999898e-01
1.920000000000000040e-01 1.330000000000000349e-01 1.390000000000000402e-01 1.290000000000000313e-01 1.160000000000000336e-01
8.699999999999998013e-02 4.100000000000000866e-02 1.700000000000000469e-02 1.400000000000000376e-02 1.400000000000000376e-02
1.700000000000002204e-02 -3.999999999999999389e-02 -3.999999999999999389e-02 -3.999999999999999389e-02 -4.299999999999999656e-02
# New slice
3.600000000000001810e-02 4.900000000000000189e-02 1.000000000000000454e-03 1.000000000000000454e-03 1.000000000000000454e-03
3.699999999999996347e-02 -3.000000000000006134e-03 -3.000000000000006134e-03 -3.400000000000001632e-02 -3.400000000000001632e-02
-7.099999999999997979e-02 -7.099999999999997979e-02 -7.099999999999997979e-02 -7.399999999999998246e-02 -7.399999999999998246e-02
-3.599999999999999312e-01 -3.599999999999999312e-01 -3.599999999999999312e-01 -3.599999999999999312e-01 -3.599999999999999312e-01
-4.740000000000001434e-01 -4.740000000000001434e-01 -4.740000000000001434e-01 -4.740000000000001434e-01 -4.740000000000001434e-01
# New slice
-4.800000000000000794e-02 -8.600000000000002087e-02 -1.100000000000000283e-01 -1.100000000000000283e-01 -1.100000000000000283e-01
-1.089999999999999442e-01 -1.089999999999999442e-01 -1.119999999999999468e-01 -1.119999999999999468e-01 -1.119999999999999468e-01
-4.519999999999998463e-01 -4.519999999999998463e-01 -4.519999999999998463e-01 -4.519999999999998463e-01 -4.519999999999998463e-01
-6.669999999999998153e-01 -6.669999999999998153e-01 -6.669999999999998153e-01 -6.669999999999998153e-01 -6.669999999999998153e-01
-5.739999999999999547e-01 -5.739999999999999547e-01 -5.739999999999999547e-01 -5.739999999999999547e-01 -5.739999999999999547e-01
# New slice
1.970000000000000084e-01 1.970000000000000084e-01 1.409999999999999865e-01 1.409999999999999865e-01 1.409999999999999865e-01
-3.109999999999999432e-01 -3.109999999999999432e-01 -3.109999999999999432e-01 -3.109999999999999432e-01 -3.109999999999999432e-01
-4.919999999999998264e-01 -4.919999999999998264e-01 -4.919999999999998264e-01 -4.919999999999998264e-01 -4.919999999999998264e-01
-6.690000000000002611e-01 -6.690000000000002611e-01 -6.690000000000002611e-01 -6.690000000000002611e-01 -6.690000000000002611e-01
7.000000000000003442e-02 7.000000000000003442e-02 7.000000000000003442e-02 7.000000000000003442e-02 7.000000000000003442e-02
# New slice
